seq	page	complex	fond_raw	title	opys	ranges	years	pdfs
133	opisi-2	2-110	Р-77	Обчислювальні системи, скомпоновані з обладнання агрегатної системи засобів обчислювальної техніки (АСОТ) типу «М-2000», «М-3000»	2	1279-2317	1961-1974	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-110_2.pdf
134	opisi-2	2-111	Р-88	Пристрій контролю натягу матеріалу електротензометричного типу УКНТ	1	1-66	1968-1974	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-111_1__2-112_1__2-113_1__2-114_1.pdf
135	opisi-2	2-112	Р-88	Автоматизована система керування раціональним розкроєм балок на УБС Нижньотагільського металургійного комбінату /«Раскрой-2»/	1	1-21	1975-1978	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-111_1__2-112_1__2-113_1__2-114_1.pdf
136	opisi-2	2-113	Р-88	Система інформаційного керування універсальними клітьми	1	1-55	1975-1981	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-111_1__2-112_1__2-113_1__2-114_1.pdf
137	opisi-2	2-114	Р-88	Автоматизована система керування Ладижинської ДРЕС	1	1-107	1974-1980	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-111_1__2-112_1__2-113_1__2-114_1.pdf
138	opisi-2	2-115	Р-95	Машина для формування бікомпонентних синтетичних ниток МФ-600 БШ8	1	1-316	1963-1975	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-115_1__2-116_1__2-117_1__2-118_1_1-15.pdf
139	opisi-2	2-116	Р-95	Cушарка безперервної дії	1	1-74	1966-1975	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-115_1__2-116_1__2-117_1__2-118_1_1-15.pdf
140	opisi-2	2-116	Р-95	Сушарка безперервної дії марки НС-7,5 ПМ	2	75-238	1983-1984	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-115_1__2-116_1__2-117_1__2-118_1_1-15.pdf
141	opisi-2	2-117	Р-95	Екстрактор безперервної дії продуктивністю 12 т/добу	1	1-50	1970-1974	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-115_1__2-116_1__2-117_1__2-118_1_1-15.pdf
142	opisi-2	2-118	Р-95	Безперервно потокова лінія для обробки гранул капронової смоли з екстрактором і сушаркою безперервної дії	1	1-15;16-531	1966-1975	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-115_1__2-116_1__2-117_1__2-118_1_1-15.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-118_1_16-531.pdf
143	opisi-2	2-119	Р-96	Комплексно-механізована лінія виробництва порошків кремнемідних сплавів	1	1-99	1962	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-119_1__2-120_1__2-121_1__2-122_1__2-123_1__2-124_1__2-128_1.pdf
144	opisi-2	2-120	Р-96	Однопозиційні кокільні машини	1	1-71	1962-1967	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-119_1__2-120_1__2-121_1__2-122_1__2-123_1__2-124_1__2-128_1.pdf
145	opisi-2	2-121	Р-96	Стрижневий автомат з продувкою СО2	1	1-138	1961-1964	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-119_1__2-120_1__2-121_1__2-122_1__2-123_1__2-124_1__2-128_1.pdf
146	opisi-2	2-122	Р-96	Карусельні кокільні машини	1	1-255	1962-1964	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-119_1__2-120_1__2-121_1__2-122_1__2-123_1__2-124_1__2-128_1.pdf
147	opisi-2	2-123	Р-96	Установки для модифікування рідкого чавуну магнієм	1	1-192	1959-1965	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-119_1__2-120_1__2-121_1__2-122_1__2-123_1__2-124_1__2-128_1.pdf
148	opisi-2	2-124	Р-96	Лінія для отримання листів, стрічок, припоїв і порошків з деформованих сплавів	1	1-92	1955-1961	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-119_1__2-120_1__2-121_1__2-122_1__2-123_1__2-124_1__2-128_1.pdf
149	opisi-2	2-125	Р-86	Мотобур Д-10	1	1-24	1960-1961	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-125_1__2-126_1.pdf
150	opisi-2	2-126	Р-86	Верстати для буріння	1	1-100	1959-1972	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-125_1__2-126_1.pdf
151	opisi-2	2-127	Р-91	Обладнання для процесів виготовлення електродвигунів	1	1-397;398-740	1960-1977	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-127_1_1-397.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-127_1_398-740.pdf
152	opisi-2	2-128	Р-96	Агрегат розливання ферохрому	1	1-31	1959-1965	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-119_1__2-120_1__2-121_1__2-122_1__2-123_1__2-124_1__2-128_1.pdf
153	opisi-2	2-129	Р-77	Керувальна обчислювальна машина «Ангара»	1	1-376;377-852	1964-1972	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-129_1_1-376.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-129_1_377-852.pdf
154	opisi-2	2-130	Р-61	Автоматизований комплекс КМ-87А	1	1-268	1972-1983	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-130_1__2-131_1__2-132_1_1-3.pdf
155	opisi-2	2-131	Р-61	Прилади зв’язку «Лава-штрек» типу «Сигма» для шахт, що розробляють великі пласти	1	1-116	1974-1978	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-130_1__2-131_1__2-132_1_1-3.pdf
156	opisi-2	2-132	Р-61	Апаратура типу УМС-2 керування та реверсування приводу струга	1	1-3;4-131	1971-1978	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-130_1__2-131_1__2-132_1_1-3.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-132_1_4-131__2-133_1__2-135_1__2-136_1__2-137_1.pdf
157	opisi-2	2-133	Р-61	Система дистанційного та автоматизованого керування типу САУБ для бурильних машин БГА	1	1-41	1973-1975	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-132_1_4-131__2-133_1__2-135_1__2-136_1__2-137_1.pdf
158	opisi-2	2-134	Р-97	Колекція коксового обладнання	1	1-440;441-849;850-1357	1950-1973	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-134_1_1-440.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-134_1_441-849.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-134_1_850-1357.pdf
159	opisi-2	2-135	Р-61	Апаратура типу КРОС автоматизованого секційного зрошення стругової установки УСБ67; УСТ2А	1	1-53	1973-1982	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-132_1_4-131__2-133_1__2-135_1__2-136_1__2-137_1.pdf
160	opisi-2	2-136	Р-61	Система автоматизованого керування типу САУК комбайнами 1ГШ68 та КШ-3М	1	1-86	1973-1980	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-132_1_4-131__2-133_1__2-135_1__2-136_1__2-137_1.pdf
161	opisi-2	2-137	Р-61	Автоматизоване кріплення М87ДГА з груповим керуванням із лави. Електроапаратура керування кріпленням	1	1-56	1972-1980	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-132_1_4-131__2-133_1__2-135_1__2-136_1__2-137_1.pdf
162	opisi-2	2-138	Р-26	Колісний сільськогосподарський садово-городній реверсивний трактор малої потужності марки «ДТ-14»	1	1-281	1954-1977	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-138_1.pdf
163	opisi-2	2-139	Р-23	Гідравлічний механізм подачі Г-352	1	1-51	1966-1968	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-139_1__2-140_1.pdf
164	opisi-2	2-140	Р-23	Комплекс обладнання для нагнітання води у вугільні пласти 2 УГН	1	1-78	1970-1979	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-139_1__2-140_1.pdf
165	opisi-2	2-141	Р-73	Лупа часу ЛВ-05	1	1-216	1971-1978	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-141_1.pdf
166	opisi-2	2-142	Р-88	Автоматизована система визначення теоретичної ваги прокату	1	1-35	1975-1976	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-142_1__2-143_1__2-144_1.pdf
167	opisi-2	2-143	Р-88	Гама-рівномір металу «ГУМ-003М»	1	1-58	1965-1966	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-142_1__2-143_1__2-144_1.pdf
168	opisi-2	2-144	Р-88	Система автоматичного контролю та регулювання розподілу природного газу по фурмах доменної печі	1	1-62	1972-1975	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-142_1__2-143_1__2-144_1.pdf
169	opisi-2	2-145	Р-108	Колекція вантажного та пасажирського водного транспорту	1	1-665;666-1372;1373-2083;2084-2635	1935-1966	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-145_1_1-665.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-145_1_666-1372.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-145_1_1373-2083.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-145_1_2084-2635.pdf
170	opisi-2	2-145	Р-108	Колекція вантажного та пасажирського водного транспорту	2	2636-3288;3289-3864;3865-4516;4517-5303	1936-1960	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-145_2_2636-3288.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-145_2_3289-3864.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-145_2_3865-4516.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-145_2_4517-5303.pdf
171	opisi-2	2-145	Р-108	Колекція вантажного та пасажирського водного транспорту	3	5304-5787;5788-6326;6327-6858;6859-7420	1934-1967	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-145_3_5304-5787.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-145_3_5788-6326.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-145_3_6327-6858.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-145_3_6859-7420.pdf
172	opisi-2	2-146	Р-104	Напівавтомат для плазмового зварювання	1	1-42	1968-1970	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-146_1.pdf
173	opisi-2	2-147	Р-71	Засоби механізації та автоматизації підземного гідравлічного видобутку вугілля	1	1-189	1962-1980	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-147_1.pdf
174	opisi-2	2-148	Р-184	Автомат для шліфування електрощіток середніх розмірів моделі В3-26	1	1-11	1955-1971	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-148_1__2-241_1.pdf
175	opisi-2	2-149	Р-92	Уніфікована система автоматичного дистанційного керування	1	1-22	1974	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-149_1.pdf
176	opisi-2	2-150	Р-9	Дослідний пристрій автоматизованого дистанційного керування електровозом гасильного вагону батареї 9/10	1	1-162	1970-1974	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-150_1.pdf
177	opisi-2	2-151	Р-26	Гусеничний трактор ХТЗ-НАТИ-1 TA	1	1-250	1940-1960	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-151_1__2-152_1__2-153_1.pdf
178	opisi-2	2-152	Р-26	Трактор ДТ-20	1	1-375	1952-1978	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-151_1__2-152_1__2-153_1.pdf
179	opisi-2	2-153	Р-26	Колісний трактор ХТЗ-7	1	1-265	1948-1972	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-151_1__2-152_1__2-153_1.pdf
180	opisi-2	2-154	Р-186	Сіялки	1	1-48	1953-1965	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-154_1.pdf
181	opisi-2	2-154	Р-186	Сіялки	2	49-58	1972-1986	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-154_2.pdf
182	opisi-2	2-155	Р-64	Буряконавантажувач (СНТ-2,1Б, ГРС-50). Самохідний буряконавантажувач-очищувач високої продуктивності 200 т/год. СПС-4,2	1	1-263	1955-1981	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-155_1.pdf
183	opisi-2	2-155	Р-64	Буряконавантажувач (СНТ-2,1Б, ГРС-50). Самохідний буряконавантажувач-очищувач високої продуктивності 200 т/год. СПС-4,2	2	264-293	1975-1979	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-156_2.pdf
184	opisi-2	2-156	Р-53	Очищувач качанів напівнавісний ООП-5,0	1	1-245	1960-1973	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-156_1.pdf
185	opisi-2	2-157	Р-41	Вальцювально-наплавний верстат КЖ-34	1	1-26	1959-1982	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-157_1__2-158_1.pdf
186	opisi-2	2-158	Р-41	Важкий токарний верстат моделі 1 А 665	1	1-44	1957-1981	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-157_1__2-158_1.pdf
187	opisi-2	2-159	Р-20	Гідротурбіна для Кременчуцької ГЕС типу ПЛ-661-ВБ-800	1	1-101	1954-1974	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-159_1__2-160_1.pdf
188	opisi-2	2-160	Р-20	Гідротурбіна для ГЕС типу ЧИР-ЮРТ-I Пл-642-В-370	1	1-90	1954-1969	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-159_1__2-160_1.pdf
189	opisi-2	2-161	Р-129	Радіально-свердлильний верстат з найбільшим діаметром свердління в сталі 75мм і найбільшим вильотом шпинделя 2000мм. модель 2Н57	1	1-40	1958-1968	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-161_1.pdf
190	opisi-2	2-162	Р-61	Уніфікована апаратура радіокерування очисними комбайнами типу «Икар»	1	1-173	1977-1981	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-162_1.pdf
191	opisi-2	2-163	Р-116	Сепаратори. Сепаратор магнітний, барабанний ПБМ-4	1	1-39	1954-1964	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-163_1__2-164_1__2-165_1.pdf
192	opisi-2	2-164	Р-116	Конус магнітний 2КМП d2200мм	1	1-38	1958-1960	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-163_1__2-164_1__2-165_1.pdf
193	opisi-2	2-165	Р-116	Класифікатор двоспіральний 2,4 х12, 5 м типу К2С1	1	1-49	1960-1965	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-163_1__2-164_1__2-165_1.pdf
194	opisi-2	2-166	Р-95	Установка сушильна безперервної дії НС-40	1	1-173	1974-1976	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-166_1__2-167_1.pdf
195	opisi-2	2-167	Р-95	Установка екстракційна на 40 т/добу	1	1-150	1974-1976	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-166_1__2-167_1.pdf
196	opisi-2	2-168	Р-93	Колекція гідрообладнання	1	1-69	1968-1973	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-168_1.pdf
197	opisi-2	2-168	Р-93	Колекція гідрообладнання	2	70-284	1959-1970	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-168_2.pdf
198	opisi-2	2-168	Р-93	Колекція гідрообладнання	3	285-489	1966-1988	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-168_3.pdf
199	opisi-2	2-168	Р-93	Колекція гідрообладнання	4	490-513	1998-2000	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-168_4.pdf
200	opisi-2	2-169	Р-117	Електропечі	1	1-369	1951-1977	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-169_1.pdf
201	opisi-2	2-169	Р-117	Електропечі	2	370-378	1952-1967	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-169_2__2-220_1__2-221_1.pdf
202	opisi-2	2-169	Р-117	Електропечі	3	379-527	1958-1960	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-169_3.pdf
203	opisi-2	2-169	Р-117	Електропечі	4	528-844	1958-1967	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-169_4__2-221_2.pdf
204	opisi-2	2-170	Р-118	Пиловловлювач ПВ-2	1	1-46	1975	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-170_1__2-171_1__2-172_1.pdf
205	opisi-2	2-171	Р-118	Апарати очищення вентиляційних викидів гальванічних цехів	1	1-34	1975-1979	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-170_1__2-171_1__2-172_1.pdf
206	opisi-2	2-172	Р-118	Пристрій вентиляційний	1	1-40	1974-1978	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-170_1__2-171_1__2-172_1.pdf
207	opisi-2	2-173	Р-54	Пристрій контролю ізоляції та стану відхилювача УКИО-164 УЗ	1	1-125	1971-1985	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-173_1__2-174_1.pdf
208	opisi-2	2-173	Р-54	Пристрій контролю ізоляції та стану відхилювача УКИО-164 УЗ	2	126-165	1971-1975	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-173_2.pdf
209	opisi-2	2-174	Р-54	Колекція "Електродвигуни"	1	1-43	1966-1986	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-173_1__2-174_1.pdf
210	opisi-2	2-174	Р-54	Колекція "Електродвигуни"	2	44-226	1970-1997	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-174_2.pdf
211	opisi-2	2-174	Р-54	Колекція "Електродвигуни"	3	227-378	1970-1998	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-174_3.pdf
212	opisi-2	2-174	Р-54	Колекція "Електродвигуни"	4	379-1011	1965-1991	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-174_4.pdf
213	opisi-2	2-175	Р-119	Потокова автоматична лінія різання пластин магнітопроводів з рулонної сталі з косим і прямим стиками (без отворів)	1	1-105	1964-1966	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-175_1.pdf
214	opisi-2	2-176	Р-120	Доїльний агрегат типу "Елочка" ДАЕ-16	1	1-33	1960-1961	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-176_1__2-177_1.pdf
215	opisi-2	2-177	Р-120	Бульдозер зі щіткою БЩ-1,5	1	1-32	1959-1960	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-176_1__2-177_1.pdf
216	opisi-2	2-178	Р-123	Горизонтальний чотирьохшпиндельний токарний автомат моделі КА-53	1	1-32	1957	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-178_1.pdf
217	opisi-2	2-179	Р-122	Вакуум-насос водокільцевий типу ВВН-50	1	1-22	1959-1964	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-179_1__2-180_1__2-181_1__2-182_1.pdf
218	opisi-2	2-180	Р-122	Центрифуга типу АПН-1250	1	1-59	1960-1970	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-179_1__2-180_1__2-181_1__2-182_1.pdf
219	opisi-2	2-181	Р-122	Центрифуга типу ОПШ-12 (НОГШ-1200)	1	1-52	1962-1970	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-179_1__2-180_1__2-181_1__2-182_1.pdf
220	opisi-2	2-182	Р-122	Центрифуга типу ФГН-1254К-7 (АГ-1250-7Н)	1	1-128	1963-1978	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-179_1__2-180_1__2-181_1__2-182_1.pdf
221	opisi-2	2-183	Р-78	Випарна установка для мерсеризаційного лугу	1	1-18	1953-1957	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-183_1__2-184_1__2-185_1.pdf
222	opisi-2	2-183	Р-78	Випарна установка для мерсеризаційного лугу	2	19-40	1980	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-183_2.pdf
223	opisi-2	2-184	Р-78	Пароежекторна вакуумно-випарна установка	1	1-127	1959-1965	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-183_1__2-184_1__2-185_1.pdf
224	opisi-2	2-185	Р-78	Теплообмінник пластинчастий 100 м²	1	1-13	1958-1961	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-183_1__2-184_1__2-185_1.pdf
225	opisi-2	2-186	Р-36	Комплекс щитовий прохідницький (ЩПК)	1	1-308	1984-1987	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-186_1.pdf
226	opisi-2	2-187	Р-128	Круглошліфувальні верстати	1	1-738	1944-1980	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-187_1.pdf
227	opisi-2	2-188	Р-74	Генератор сталого струму типу ПБКЭ 99/35	1	1-44	1948-1987	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-188_1.pdf
228	opisi-2	2-189	Р-55	Портал монтажний ПМ-350	1	1-188	1973	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-189_1.pdf
229	opisi-2	2-190	Р-61	Прилади автоматизації прохідницьких комбайнів 4ПП-2 та ПК-9рА	1	1-300	1974-1985	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-190_1.pdf
230	opisi-2	2-191	Р-131	Автомат порізки та зачищення провідників	1	1-36	1970-1972	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-191_1__2-192_1__2-193_1__2-194_1__2-195_1__2-196_1__2-197_1__2-198_1.pdf
231	opisi-2	2-192	Р-131	Установка для оброблення золотників	1	1-77	1975-1978	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-191_1__2-192_1__2-193_1__2-194_1__2-195_1__2-196_1__2-197_1__2-198_1.pdf
232	opisi-2	2-193	Р-131	Автомат пакування електродів	1	1-499	1971-1978	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-191_1__2-192_1__2-193_1__2-194_1__2-195_1__2-196_1__2-197_1__2-198_1.pdf
233	opisi-2	2-194	Р-131	Установка для очищення виробів від грату	1	1-79	1974-1985	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-191_1__2-192_1__2-193_1__2-194_1__2-195_1__2-196_1__2-197_1__2-198_1.pdf
234	opisi-2	2-195	Р-131	Машина для миття дрібних деталей гідроапаратури	1	1-117	1977	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-191_1__2-192_1__2-193_1__2-194_1__2-195_1__2-196_1__2-197_1__2-198_1.pdf
235	opisi-2	2-196	Р-131	Установка складання відрізків скребкового ланцюга	1	1-77	1972-1977	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-191_1__2-192_1__2-193_1__2-194_1__2-195_1__2-196_1__2-197_1__2-198_1.pdf
236	opisi-2	2-197	Р-131	Установка для дробометального наклепування ланцюгів	1	1-84	1968-1973	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-191_1__2-192_1__2-193_1__2-194_1__2-195_1__2-196_1__2-197_1__2-198_1.pdf
237	opisi-2	2-198	Р-131	Машина для миття корпусних деталей гідроапаратури	1	1-183	1974-1977	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-191_1__2-192_1__2-193_1__2-194_1__2-195_1__2-196_1__2-197_1__2-198_1.pdf
238	opisi-2	2-199	Р-133	Електрокардіоскопу портативний ПЕКС-01	1	1-141	1971-1984	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-199_1.pdf
239	opisi-2	2-200	Р-134	Вібраційна машина для випробування робочих коліс парових турбін з зовнішнім діаметром до 7000мм для ХТ23 імені Кірова	1	1-135	1968-1971	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-200_1.pdf
240	opisi-2	2-201	Р-136	Автомат редукування заготівок велосипедних спиць	1	1-104	1963-1970	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-201_1.pdf
241	opisi-2	2-202	Р-138	Лінія нанесення органічних покриттів агрегата хромування і лакування жерсті	1	1-54	1968	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-202_1.pdf
242	opisi-2	2-203	Р-141	Насоси	1	1-28	1958-1968	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-203_1.pdf
243	opisi-2	2-204	Р-142	Промислове обладнання. Промислові лебідки	1	1-221	1957-1987	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-204_1.pdf
244	opisi-2	2-204	Р-142	Промислове обладнання. Промислові лебідки	2	222-570	1957-1988	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-204_2__2-219_1.pdf
245	opisi-2	2-205	Р-77	Обчислювальні комплекси: комплекс базовий обчислювальний М-7000, комплекс керування обчислювальний М-6000	1	1-609;610-1334;1335-2003	1970-1986	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-205_1_1-609.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-205_1_610-1334.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-205_1_1335-2003.pdf
246	opisi-2	2-205	Р-77	Обчислювальні комплекси: комплекс базовий обчислювальний М-7000, комплекс керування обчислювальний М-6000	2	2004-3074;3075-3947	1970-1986	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-205_2_2004-3074.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-205_2_3075-3947.pdf
247	opisi-2	2-205	Р-77	Обчислювальні комплекси: комплекс базовий обчислювальний М-7000, комплекс керування обчислювальний М-6000	3	3948-4912;4913-5815	1970-1988	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-205_3__3948-4912.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-205_3__4913-5815.pdf
248	opisi-2	2-206	Р-91	Напівавтомат для заклинювання статорів I габариту	1	1-22	1960-1966	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-206_1__2-207_1__2-208_1__2-209_1__2-210_1.pdf
249	opisi-2	2-207	Р-91	Автомат для збирання пакетів статора електродвигунів ДХМ	1	1-82	1962-1964	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-206_1__2-207_1__2-208_1__2-209_1__2-210_1.pdf
250	opisi-2	2-208	Р-91	Універсальна установка контролю статорів електродвигунів серії АО-2 I-VII габаритів /УУКС/	1	1-28	1963	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-206_1__2-207_1__2-208_1__2-209_1__2-210_1.pdf
251	opisi-2	2-209	Р-91	Імпульсна установка для випробування полюсних котушок електродвигунів серії УВ2 ПВ-06	1	1-40	1964-1965	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-206_1__2-207_1__2-208_1__2-209_1__2-210_1.pdf
252	opisi-2	2-210	Р-91	Автомат ИПК-3А для ізолювання пазів статорів III габариту	1	1-105	1960-1964	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-206_1__2-207_1__2-208_1__2-209_1__2-210_1.pdf
253	opisi-2	2-211	Р-144	Електродвигун трифазний асинхронний АОЛ 2-3 габариту	1	1-25	1962-1979	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-211_1.pdf
254	opisi-2	2-212	Р-23	Вугільний комбайн «Кировец-1»	1	1-71	1958-1980	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-212_1__2-213_1__2-214_1.pdf
255	opisi-2	2-213	Р-23	Двоколова гідравлічна подача Г408	1	1-153	1972-1975	https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-212_1__2-213_1__2-214_1.pdf
